,signature,target
41173,REP.A022_HELA_24H:P18,BRD-A82156122
41174,REP.A022_HA1E_24H:P18,BRD-A82156122
41175,REP.A022_HT29_24H:P13,BRD-A82156122
41176,REP.A022_HT29_24H:P14,BRD-A82156122
41177,REP.A022_A375_24H:P17,BRD-A82156122
41178,REP.A022_MCF7_24H:P13,BRD-A82156122
41179,REP.A022_MCF7_24H:P14,BRD-A82156122
41180,REP.A022_MCF7_24H:P15,BRD-A82156122
41181,REP.A022_MCF7_24H:P16,BRD-A82156122
41182,REP.A022_MCF7_24H:P17,BRD-A82156122
41183,REP.A022_MCF7_24H:P18,BRD-A82156122
41184,REP.A022_A375_24H:P15,BRD-A82156122
41185,REP.A022_A375_24H:P14,BRD-A82156122
41186,REP.A022_A375_24H:P13,BRD-A82156122
41187,REP.A018_PC3_24H:A12,BRD-A62035778
41188,REP.A018_MCF7_24H:A09,BRD-A62035778
41189,REP.A018_HELA_24H:A12,BRD-A62035778
41190,REP.A018_MCF7_24H:A08,BRD-A62035778
41191,REP.A018_MCF7_24H:A07,BRD-A62035778
41192,REP.A018_A375_24H:A07,BRD-A62035778
41193,REP.A018_A375_24H:A10,BRD-A62035778
41194,REP.A018_A375_24H:A09,BRD-A62035778
41195,REP.A018_A375_24H:A11,BRD-A62035778
41196,REP.A018_A375_24H:A12,BRD-A62035778
41197,REP.A018_YAPC_24H:A12,BRD-A62035778
41198,REP.A018_YAPC_24H:A11,BRD-A62035778
41199,REP.A018_YAPC_24H:A10,BRD-A62035778
41200,REP.A018_YAPC_24H:A09,BRD-A62035778
41201,REP.A018_YAPC_24H:A08,BRD-A62035778
41202,REP.A018_YAPC_24H:A07,BRD-A62035778
41203,REP.A018_A375_24H:A08,BRD-A62035778
41204,REP.A018_HELA_24H:A11,BRD-A62035778
41205,REP.A018_HELA_24H:A09,BRD-A62035778
41206,REP.A018_HELA_24H:A08,BRD-A62035778
41207,REP.A018_HA1E_24H:A08,BRD-A62035778
41208,REP.A018_HA1E_24H:A09,BRD-A62035778
41209,REP.A018_HA1E_24H:A10,BRD-A62035778
41210,REP.A018_HA1E_24H:A11,BRD-A62035778
41211,REP.A018_HA1E_24H:A12,BRD-A62035778
41212,REP.A018_MCF7_24H:A12,BRD-A62035778
41213,REP.A018_HT29_24H:A07,BRD-A62035778
41214,REP.A018_HT29_24H:A08,BRD-A62035778
41215,REP.A018_PC3_24H:A07,BRD-A62035778
41216,REP.A018_HELA_24H:A10,BRD-A62035778
41217,REP.A018_PC3_24H:A08,BRD-A62035778
41218,REP.A018_HT29_24H:A09,BRD-A62035778
41219,REP.A018_HT29_24H:A10,BRD-A62035778
41220,REP.A018_HT29_24H:A11,BRD-A62035778
41221,REP.A018_PC3_24H:A10,BRD-A62035778
41222,REP.A018_PC3_24H:A11,BRD-A62035778
41223,REP.A018_HT29_24H:A12,BRD-A62035778
41224,REP.A018_MCF7_24H:A11,BRD-A62035778
41225,REP.A018_MCF7_24H:A10,BRD-A62035778
41226,REP.A018_HELA_24H:A07,BRD-A62035778
41227,REP.A018_PC3_24H:A09,BRD-A62035778
41228,REP.A018_HA1E_24H:A07,BRD-A62035778
41229,REP.A018_PC3_24H:A12,BRD-A62035778
41230,REP.A018_MCF7_24H:A09,BRD-A62035778
41231,REP.A018_HELA_24H:A12,BRD-A62035778
41232,REP.A018_MCF7_24H:A08,BRD-A62035778
41233,REP.A018_MCF7_24H:A07,BRD-A62035778
41234,REP.A018_A375_24H:A07,BRD-A62035778
41235,REP.A018_A375_24H:A10,BRD-A62035778
41236,REP.A018_A375_24H:A09,BRD-A62035778
41237,REP.A018_A375_24H:A11,BRD-A62035778
41238,REP.A018_A375_24H:A12,BRD-A62035778
41239,REP.A018_YAPC_24H:A12,BRD-A62035778
41240,REP.A018_YAPC_24H:A11,BRD-A62035778
41241,REP.A018_YAPC_24H:A10,BRD-A62035778
41242,REP.A018_YAPC_24H:A09,BRD-A62035778
41243,REP.A018_YAPC_24H:A08,BRD-A62035778
41244,REP.A018_YAPC_24H:A07,BRD-A62035778
41245,REP.A018_A375_24H:A08,BRD-A62035778
41246,REP.A018_HELA_24H:A11,BRD-A62035778
41247,REP.A018_HELA_24H:A09,BRD-A62035778
41248,REP.A018_HELA_24H:A08,BRD-A62035778
41249,REP.A018_HA1E_24H:A08,BRD-A62035778
41250,REP.A018_HA1E_24H:A09,BRD-A62035778
41251,REP.A018_HA1E_24H:A10,BRD-A62035778
41252,REP.A018_HA1E_24H:A11,BRD-A62035778
41253,REP.A018_HA1E_24H:A12,BRD-A62035778
41254,REP.A018_MCF7_24H:A12,BRD-A62035778
41255,REP.A018_HT29_24H:A07,BRD-A62035778
41256,REP.A018_HT29_24H:A08,BRD-A62035778
41257,REP.A018_PC3_24H:A07,BRD-A62035778
41258,REP.A018_HELA_24H:A10,BRD-A62035778
41259,REP.A018_PC3_24H:A08,BRD-A62035778
41260,REP.A018_HT29_24H:A09,BRD-A62035778
41261,REP.A018_HT29_24H:A10,BRD-A62035778
41262,REP.A018_HT29_24H:A11,BRD-A62035778
41263,REP.A018_PC3_24H:A10,BRD-A62035778
41264,REP.A018_PC3_24H:A11,BRD-A62035778
41265,REP.A018_HT29_24H:A12,BRD-A62035778
41266,REP.A018_MCF7_24H:A11,BRD-A62035778
41267,REP.A018_MCF7_24H:A10,BRD-A62035778
41268,REP.A018_HELA_24H:A07,BRD-A62035778
41269,REP.A018_PC3_24H:A09,BRD-A62035778
41270,REP.A018_HA1E_24H:A07,BRD-A62035778
41271,REP.A018_PC3_24H:A12,BRD-A62035778
41272,REP.A018_MCF7_24H:A09,BRD-A62035778
41273,REP.A018_HELA_24H:A12,BRD-A62035778
41274,REP.A018_MCF7_24H:A08,BRD-A62035778
41275,REP.A018_MCF7_24H:A07,BRD-A62035778
41276,REP.A018_A375_24H:A07,BRD-A62035778
41277,REP.A018_A375_24H:A10,BRD-A62035778
41278,REP.A018_A375_24H:A09,BRD-A62035778
41279,REP.A018_A375_24H:A11,BRD-A62035778
41280,REP.A018_A375_24H:A12,BRD-A62035778
41281,REP.A018_YAPC_24H:A12,BRD-A62035778
41282,REP.A018_YAPC_24H:A11,BRD-A62035778
41283,REP.A018_YAPC_24H:A10,BRD-A62035778
41284,REP.A018_YAPC_24H:A09,BRD-A62035778
41285,REP.A018_YAPC_24H:A08,BRD-A62035778
41286,REP.A018_YAPC_24H:A07,BRD-A62035778
41287,REP.A018_A375_24H:A08,BRD-A62035778
41288,REP.A018_HELA_24H:A11,BRD-A62035778
41289,REP.A018_HELA_24H:A09,BRD-A62035778
41290,REP.A018_HELA_24H:A08,BRD-A62035778
41291,REP.A018_HA1E_24H:A08,BRD-A62035778
41292,REP.A018_HA1E_24H:A09,BRD-A62035778
41293,REP.A018_HA1E_24H:A10,BRD-A62035778
41294,REP.A018_HA1E_24H:A11,BRD-A62035778
41295,REP.A018_HA1E_24H:A12,BRD-A62035778
41296,REP.A018_MCF7_24H:A12,BRD-A62035778
41297,REP.A018_HT29_24H:A07,BRD-A62035778
41298,REP.A018_HT29_24H:A08,BRD-A62035778
41299,REP.A018_PC3_24H:A07,BRD-A62035778
41300,REP.A018_HELA_24H:A10,BRD-A62035778
41301,REP.A018_PC3_24H:A08,BRD-A62035778
41302,REP.A018_HT29_24H:A09,BRD-A62035778
41303,REP.A018_HT29_24H:A10,BRD-A62035778
41304,REP.A018_HT29_24H:A11,BRD-A62035778
41305,REP.A018_PC3_24H:A10,BRD-A62035778
41306,REP.A018_PC3_24H:A11,BRD-A62035778
41307,REP.A018_HT29_24H:A12,BRD-A62035778
41308,REP.A018_MCF7_24H:A11,BRD-A62035778
41309,REP.A018_MCF7_24H:A10,BRD-A62035778
41310,REP.A018_HELA_24H:A07,BRD-A62035778
41311,REP.A018_PC3_24H:A09,BRD-A62035778
41312,REP.A018_HA1E_24H:A07,BRD-A62035778
41313,REP.A023_HA1E_24H:H15,BRD-A70083328
41314,REP.A023_HA1E_24H:H16,BRD-A70083328
41315,REP.A023_HA1E_24H:H17,BRD-A70083328
41316,REP.A023_HT29_24H:H13,BRD-A70083328
41317,REP.A023_HT29_24H:H17,BRD-A70083328
41318,REP.A023_HT29_24H:H14,BRD-A70083328
41319,REP.A023_HT29_24H:H15,BRD-A70083328
41320,REP.A023_HT29_24H:H16,BRD-A70083328
41321,REP.A023_YAPC_24H:H15,BRD-A70083328
41322,REP.A023_YAPC_24H:H14,BRD-A70083328
41323,REP.A023_HT29_24H:H18,BRD-A70083328
41324,REP.A023_YAPC_24H:H13,BRD-A70083328
41325,REP.A023_MCF7_24H:H14,BRD-A70083328
41326,REP.A023_PC3_24H:H16,BRD-A70083328
41327,REP.A023_YAPC_24H:H16,BRD-A70083328
41328,REP.A023_PC3_24H:H15,BRD-A70083328
41329,REP.A023_MCF7_24H:H13,BRD-A70083328
41330,REP.A023_PC3_24H:H14,BRD-A70083328
41331,REP.A023_PC3_24H:H13,BRD-A70083328
41332,REP.A023_HELA_24H:H18,BRD-A70083328
41333,REP.A023_MCF7_24H:H15,BRD-A70083328
41334,REP.A023_MCF7_24H:H16,BRD-A70083328
41335,REP.A023_MCF7_24H:H17,BRD-A70083328
41336,REP.A023_MCF7_24H:H18,BRD-A70083328
41337,REP.A023_HA1E_24H:H13,BRD-A70083328
41338,REP.A023_HELA_24H:H17,BRD-A70083328
41339,REP.A023_HELA_24H:H16,BRD-A70083328
41340,REP.A023_HELA_24H:H15,BRD-A70083328
41341,REP.A023_A375_24H:H13,BRD-A70083328
41342,REP.A023_HA1E_24H:H18,BRD-A70083328
41343,REP.A023_HELA_24H:H13,BRD-A70083328
41344,REP.A023_A375_24H:H18,BRD-A70083328
41345,REP.A023_PC3_24H:H17,BRD-A70083328
41346,REP.A023_PC3_24H:H18,BRD-A70083328
41347,REP.A023_HA1E_24H:H14,BRD-A70083328
41348,REP.A023_YAPC_24H:H18,BRD-A70083328
41349,REP.A023_YAPC_24H:H17,BRD-A70083328
41350,REP.A023_A375_24H:H17,BRD-A70083328
41351,REP.A023_A375_24H:H16,BRD-A70083328
41352,REP.A023_A375_24H:H15,BRD-A70083328
41353,REP.A023_HELA_24H:H14,BRD-A70083328
41354,REP.A023_A375_24H:H14,BRD-A70083328
41355,REP.A001_HELA_24H:I11,BRD-A28545468
41356,REP.A001_HELA_24H:I12,BRD-A28545468
41357,REP.A001_HELA_24H:I10,BRD-A28545468
41358,REP.A001_HT29_24H:I12,BRD-A28545468
41359,REP.A001_HT29_24H:I11,BRD-A28545468
41360,REP.A001_A375_24H:I12,BRD-A28545468
41361,REP.A001_HA1E_24H:I07,BRD-A28545468
41362,REP.A001_A375_24H:I09,BRD-A28545468
41363,REP.A001_MCF7_24H:I11,BRD-A28545468
41364,REP.A001_YAPC_24H:I12,BRD-A28545468
41365,REP.A001_HA1E_24H:I08,BRD-A28545468
41366,REP.A001_HA1E_24H:I09,BRD-A28545468
41367,REP.A001_A375_24H:I11,BRD-A28545468
41368,REP.A001_HT29_24H:I10,BRD-A28545468
41369,REP.A001_HA1E_24H:I10,BRD-A28545468
41370,REP.A001_HA1E_24H:I11,BRD-A28545468
41371,REP.A001_HA1E_24H:I12,BRD-A28545468
41372,REP.A001_A375_24H:I08,BRD-A28545468
41373,REP.A001_A375_24H:I07,BRD-A28545468
41374,REP.A001_YAPC_24H:I10,BRD-A28545468
41375,REP.A001_YAPC_24H:I11,BRD-A28545468
41376,REP.A001_MCF7_24H:I10,BRD-A28545468
41377,REP.A001_MCF7_24H:I12,BRD-A28545468
41378,REP.A001_YAPC_24H:I09,BRD-A28545468
41379,REP.A001_A375_24H:I10,BRD-A28545468
41380,REP.A001_YAPC_24H:I07,BRD-A28545468
41381,REP.A001_HELA_24H:I07,BRD-A28545468
41382,REP.A001_PC3_24H:I12,BRD-A28545468
41383,REP.A001_PC3_24H:I11,BRD-A28545468
41384,REP.A001_PC3_24H:I10,BRD-A28545468
41385,REP.A001_PC3_24H:I09,BRD-A28545468
41386,REP.A001_PC3_24H:I08,BRD-A28545468
41387,REP.A001_YAPC_24H:I08,BRD-A28545468
41388,REP.A001_MCF7_24H:I07,BRD-A28545468
41389,REP.A001_HELA_24H:I08,BRD-A28545468
41390,REP.A001_HELA_24H:I09,BRD-A28545468
41391,REP.A001_MCF7_24H:I08,BRD-A28545468
41392,REP.A001_HT29_24H:I07,BRD-A28545468
41393,REP.A001_HT29_24H:I08,BRD-A28545468
41394,REP.A001_HT29_24H:I09,BRD-A28545468
41395,REP.A001_MCF7_24H:I09,BRD-A28545468
41396,REP.A001_PC3_24H:I07,BRD-A28545468
41397,REP.A027_YAPC_24H:L17,BRD-A95939040
41398,REP.A027_HELA_24H:L15,BRD-A95939040
41399,REP.A027_HELA_24H:L17,BRD-A95939040
41400,REP.A027_HA1E_24H:L15,BRD-A95939040
41401,REP.A027_YAPC_24H:L18,BRD-A95939040
41402,REP.A027_HELA_24H:L16,BRD-A95939040
41403,REP.A027_HA1E_24H:L16,BRD-A95939040
41404,REP.A027_HT29_24H:L17,BRD-A95939040
41405,REP.A027_HA1E_24H:L18,BRD-A95939040
41406,REP.A027_YAPC_24H:L16,BRD-A95939040
41407,REP.A027_YAPC_24H:L15,BRD-A95939040
41408,REP.A027_MCF7_24H:L18,BRD-A95939040
41409,REP.A027_HT29_24H:L14,BRD-A95939040
41410,REP.A027_HT29_24H:L15,BRD-A95939040
41411,REP.A027_HT29_24H:L16,BRD-A95939040
41412,REP.A027_PC3_24H:L13,BRD-A95939040
41413,REP.A027_HELA_24H:L13,BRD-A95939040
41414,REP.A027_YAPC_24H:L14,BRD-A95939040
41415,REP.A027_HA1E_24H:L17,BRD-A95939040
41416,REP.A027_HT29_24H:L13,BRD-A95939040
41417,REP.A027_HELA_24H:L18,BRD-A95939040
41418,REP.A027_YAPC_24H:L13,BRD-A95939040
41419,REP.A027_HT29_24H:L18,BRD-A95939040
41420,REP.A027_PC3_24H:L15,BRD-A95939040
41421,REP.A027_A375_24H:L13,BRD-A95939040
41422,REP.A027_PC3_24H:L16,BRD-A95939040
41423,REP.A027_PC3_24H:L17,BRD-A95939040
41424,REP.A027_MCF7_24H:L17,BRD-A95939040
41425,REP.A027_MCF7_24H:L16,BRD-A95939040
41426,REP.A027_MCF7_24H:L15,BRD-A95939040
41427,REP.A027_MCF7_24H:L14,BRD-A95939040
41428,REP.A027_HELA_24H:L14,BRD-A95939040
41429,REP.A027_A375_24H:L18,BRD-A95939040
41430,REP.A027_A375_24H:L17,BRD-A95939040
41431,REP.A027_HA1E_24H:L13,BRD-A95939040
41432,REP.A027_HA1E_24H:L14,BRD-A95939040
41433,REP.A027_A375_24H:L16,BRD-A95939040
41434,REP.A027_PC3_24H:L14,BRD-A95939040
41435,REP.A027_A375_24H:L15,BRD-A95939040
41436,REP.A027_PC3_24H:L18,BRD-A95939040
41437,REP.A027_A375_24H:L14,BRD-A95939040
41438,REP.A027_MCF7_24H:L13,BRD-A95939040
41439,REP.A027_YAPC_24H:L17,BRD-A95939040
41440,REP.A027_HELA_24H:L15,BRD-A95939040
41441,REP.A027_HELA_24H:L17,BRD-A95939040
41442,REP.A027_HA1E_24H:L15,BRD-A95939040
41443,REP.A027_YAPC_24H:L18,BRD-A95939040
41444,REP.A027_HELA_24H:L16,BRD-A95939040
41445,REP.A027_HA1E_24H:L16,BRD-A95939040
41446,REP.A027_HT29_24H:L17,BRD-A95939040
41447,REP.A027_HA1E_24H:L18,BRD-A95939040
41448,REP.A027_YAPC_24H:L16,BRD-A95939040
41449,REP.A027_YAPC_24H:L15,BRD-A95939040
41450,REP.A027_MCF7_24H:L18,BRD-A95939040
41451,REP.A027_HT29_24H:L14,BRD-A95939040
41452,REP.A027_HT29_24H:L15,BRD-A95939040
41453,REP.A027_HT29_24H:L16,BRD-A95939040
41454,REP.A027_PC3_24H:L13,BRD-A95939040
41455,REP.A027_HELA_24H:L13,BRD-A95939040
41456,REP.A027_YAPC_24H:L14,BRD-A95939040
41457,REP.A027_HA1E_24H:L17,BRD-A95939040
41458,REP.A027_HT29_24H:L13,BRD-A95939040
41459,REP.A027_HELA_24H:L18,BRD-A95939040
41460,REP.A027_YAPC_24H:L13,BRD-A95939040
41461,REP.A027_HT29_24H:L18,BRD-A95939040
41462,REP.A027_PC3_24H:L15,BRD-A95939040
41463,REP.A027_A375_24H:L13,BRD-A95939040
41464,REP.A027_PC3_24H:L16,BRD-A95939040
41465,REP.A027_PC3_24H:L17,BRD-A95939040
41466,REP.A027_MCF7_24H:L17,BRD-A95939040
41467,REP.A027_MCF7_24H:L16,BRD-A95939040
41468,REP.A027_MCF7_24H:L15,BRD-A95939040
41469,REP.A027_MCF7_24H:L14,BRD-A95939040
41470,REP.A027_HELA_24H:L14,BRD-A95939040
41471,REP.A027_A375_24H:L18,BRD-A95939040
41472,REP.A027_A375_24H:L17,BRD-A95939040
41473,REP.A027_HA1E_24H:L13,BRD-A95939040
41474,REP.A027_HA1E_24H:L14,BRD-A95939040
41475,REP.A027_A375_24H:L16,BRD-A95939040
41476,REP.A027_PC3_24H:L14,BRD-A95939040
41477,REP.A027_A375_24H:L15,BRD-A95939040
41478,REP.A027_PC3_24H:L18,BRD-A95939040
41479,REP.A027_A375_24H:L14,BRD-A95939040
41480,REP.A027_MCF7_24H:L13,BRD-A95939040
41481,REP.A023_PC3_24H:E24,BRD-K69116396
41482,REP.A023_PC3_24H:E23,BRD-K69116396
41483,REP.A023_HA1E_24H:E21,BRD-K69116396
41484,REP.A023_PC3_24H:E19,BRD-K69116396
41485,REP.A023_YAPC_24H:E20,BRD-K69116396
41486,REP.A023_HELA_24H:E19,BRD-K69116396
41487,REP.A023_HT29_24H:E24,BRD-K69116396
41488,REP.A023_PC3_24H:E22,BRD-K69116396
41489,REP.A023_PC3_24H:E21,BRD-K69116396
41490,REP.A023_HELA_24H:E20,BRD-K69116396
41491,REP.A023_HA1E_24H:E24,BRD-K69116396
41492,REP.A023_HELA_24H:E21,BRD-K69116396
41493,REP.A023_HELA_24H:E22,BRD-K69116396
41494,REP.A023_HELA_24H:E23,BRD-K69116396
41495,REP.A023_HELA_24H:E24,BRD-K69116396
41496,REP.A023_HA1E_24H:E23,BRD-K69116396
41497,REP.A023_YAPC_24H:E21,BRD-K69116396
41498,REP.A023_YAPC_24H:E24,BRD-K69116396
41499,REP.A023_YAPC_24H:E23,BRD-K69116396
41500,REP.A023_HT29_24H:E21,BRD-K69116396
41501,REP.A023_HT29_24H:E23,BRD-K69116396
41502,REP.A023_YAPC_24H:E22,BRD-K69116396
41503,REP.A023_HT29_24H:E22,BRD-K69116396
41504,REP.A023_HT29_24H:E19,BRD-K69116396
41505,REP.A023_A375_24H:E23,BRD-K69116396
41506,REP.A023_A375_24H:E22,BRD-K69116396
41507,REP.A023_A375_24H:E21,BRD-K69116396
41508,REP.A023_A375_24H:E20,BRD-K69116396
41509,REP.A023_A375_24H:E19,BRD-K69116396
41510,REP.A023_MCF7_24H:E23,BRD-K69116396
41511,REP.A023_MCF7_24H:E22,BRD-K69116396
41512,REP.A023_MCF7_24H:E21,BRD-K69116396
41513,REP.A023_MCF7_24H:E24,BRD-K69116396
41514,REP.A023_HA1E_24H:E19,BRD-K69116396
41515,REP.A023_YAPC_24H:E19,BRD-K69116396
41516,REP.A023_MCF7_24H:E20,BRD-K69116396
41517,REP.A023_PC3_24H:E20,BRD-K69116396
41518,REP.A023_HA1E_24H:E20,BRD-K69116396
41519,REP.A023_HA1E_24H:E22,BRD-K69116396
41520,REP.A023_HT29_24H:E20,BRD-K69116396
41521,REP.A023_MCF7_24H:E19,BRD-K69116396
41522,REP.A023_A375_24H:E24,BRD-K69116396
41523,REP.A023_HELA_24H:I05,BRD-K70464547
41524,REP.A023_A375_24H:I04,BRD-K70464547
41525,REP.A023_A375_24H:I05,BRD-K70464547
41526,REP.A023_A375_24H:I06,BRD-K70464547
41527,REP.A023_HELA_24H:I06,BRD-K70464547
41528,REP.A023_HELA_24H:I04,BRD-K70464547
41529,REP.A023_HELA_24H:I03,BRD-K70464547
41530,REP.A023_A375_24H:I03,BRD-K70464547
41531,REP.A023_A375_24H:I02,BRD-K70464547
41532,REP.A023_A375_24H:I01,BRD-K70464547
41533,REP.A023_HELA_24H:I02,BRD-K70464547
41534,REP.A023_HELA_24H:I01,BRD-K70464547
41535,REP.A023_PC3_24H:I01,BRD-K70464547
41536,REP.A023_PC3_24H:I02,BRD-K70464547
41537,REP.A023_PC3_24H:I03,BRD-K70464547
41538,REP.A023_PC3_24H:I04,BRD-K70464547
41539,REP.A023_MCF7_24H:I03,BRD-K70464547
41540,REP.A023_PC3_24H:I06,BRD-K70464547
41541,REP.A023_MCF7_24H:I04,BRD-K70464547
41542,REP.A023_HA1E_24H:I01,BRD-K70464547
41543,REP.A023_HA1E_24H:I06,BRD-K70464547
41544,REP.A023_MCF7_24H:I02,BRD-K70464547
41545,REP.A023_MCF7_24H:I06,BRD-K70464547
41546,REP.A023_HA1E_24H:I05,BRD-K70464547
41547,REP.A023_YAPC_24H:I06,BRD-K70464547
41548,REP.A023_YAPC_24H:I05,BRD-K70464547
41549,REP.A023_YAPC_24H:I04,BRD-K70464547
41550,REP.A023_HA1E_24H:I04,BRD-K70464547
41551,REP.A023_HT29_24H:I01,BRD-K70464547
41552,REP.A023_YAPC_24H:I03,BRD-K70464547
41553,REP.A023_MCF7_24H:I05,BRD-K70464547
41554,REP.A023_YAPC_24H:I02,BRD-K70464547
41555,REP.A023_HT29_24H:I02,BRD-K70464547
41556,REP.A023_HT29_24H:I03,BRD-K70464547
41557,REP.A023_MCF7_24H:I01,BRD-K70464547
41558,REP.A023_HT29_24H:I04,BRD-K70464547
41559,REP.A023_HT29_24H:I05,BRD-K70464547
41560,REP.A023_HT29_24H:I06,BRD-K70464547
41561,REP.A023_HA1E_24H:I03,BRD-K70464547
41562,REP.A023_HA1E_24H:I02,BRD-K70464547
41563,REP.A023_YAPC_24H:I01,BRD-K70464547
41564,REP.A023_PC3_24H:I05,BRD-K70464547
41565,REP.A024_PC3_24H:O20,BRD-K79759585
41566,REP.A024_PC3_24H:O19,BRD-K79759585
41567,REP.A024_YAPC_24H:O21,BRD-K79759585
41568,REP.A024_MCF7_24H:O24,BRD-K79759585
41569,REP.A024_PC3_24H:O23,BRD-K79759585
41570,REP.A024_PC3_24H:O24,BRD-K79759585
41571,REP.A024_PC3_24H:O22,BRD-K79759585
41572,REP.A024_YAPC_24H:O19,BRD-K79759585
41573,REP.A024_YAPC_24H:O20,BRD-K79759585
41574,REP.A024_HT29_24H:O24,BRD-K79759585
41575,REP.A024_HT29_24H:O23,BRD-K79759585
41576,REP.A024_PC3_24H:O21,BRD-K79759585
41577,REP.A024_HT29_24H:O22,BRD-K79759585
41578,REP.A024_HT29_24H:O20,BRD-K79759585
41579,REP.A024_HT29_24H:O19,BRD-K79759585
41580,REP.A024_MCF7_24H:O19,BRD-K79759585
41581,REP.A024_MCF7_24H:O20,BRD-K79759585
41582,REP.A024_MCF7_24H:O21,BRD-K79759585
41583,REP.A024_MCF7_24H:O22,BRD-K79759585
41584,REP.A024_MCF7_24H:O23,BRD-K79759585
41585,REP.A024_HT29_24H:O21,BRD-K79759585
41586,REP.A024_YAPC_24H:O22,BRD-K79759585
41587,REP.A024_HELA_24H:O24,BRD-K79759585
41588,REP.A024_A375_24H:O23,BRD-K79759585
41589,REP.A024_A375_24H:O21,BRD-K79759585
41590,REP.A024_A375_24H:O22,BRD-K79759585
41591,REP.A024_YAPC_24H:O23,BRD-K79759585
41592,REP.A024_A375_24H:O24,BRD-K79759585
41593,REP.A024_HA1E_24H:O19,BRD-K79759585
41594,REP.A024_HA1E_24H:O20,BRD-K79759585
41595,REP.A024_HA1E_24H:O21,BRD-K79759585
41596,REP.A024_HA1E_24H:O22,BRD-K79759585
41597,REP.A024_HA1E_24H:O23,BRD-K79759585
41598,REP.A024_HA1E_24H:O24,BRD-K79759585
41599,REP.A024_A375_24H:O19,BRD-K79759585
41600,REP.A024_YAPC_24H:O24,BRD-K79759585
41601,REP.A024_HELA_24H:O19,BRD-K79759585
41602,REP.A024_A375_24H:O20,BRD-K79759585
41603,REP.A024_HELA_24H:O21,BRD-K79759585
41604,REP.A024_HELA_24H:O23,BRD-K79759585
41605,REP.A024_HELA_24H:O20,BRD-K79759585
41606,REP.A024_HELA_24H:O22,BRD-K79759585
41607,REP.A023_YAPC_24H:D22,BRD-A68493689
41608,REP.A023_HT29_24H:D21,BRD-A68493689
41609,REP.A023_MCF7_24H:D19,BRD-A68493689
41610,REP.A023_MCF7_24H:D20,BRD-A68493689
41611,REP.A023_HT29_24H:D22,BRD-A68493689
41612,REP.A023_MCF7_24H:D23,BRD-A68493689
41613,REP.A023_MCF7_24H:D22,BRD-A68493689
41614,REP.A023_HT29_24H:D23,BRD-A68493689
41615,REP.A023_MCF7_24H:D21,BRD-A68493689
41616,REP.A023_HA1E_24H:D24,BRD-A68493689
41617,REP.A023_YAPC_24H:D19,BRD-A68493689
41618,REP.A023_YAPC_24H:D23,BRD-A68493689
41619,REP.A023_YAPC_24H:D24,BRD-A68493689
41620,REP.A023_PC3_24H:D21,BRD-A68493689
41621,REP.A023_PC3_24H:D22,BRD-A68493689
41622,REP.A023_YAPC_24H:D20,BRD-A68493689
41623,REP.A023_PC3_24H:D24,BRD-A68493689
41624,REP.A023_PC3_24H:D23,BRD-A68493689
41625,REP.A023_HT29_24H:D24,BRD-A68493689
41626,REP.A023_HT29_24H:D19,BRD-A68493689
41627,REP.A023_MCF7_24H:D24,BRD-A68493689
41628,REP.A023_A375_24H:D24,BRD-A68493689
41629,REP.A023_A375_24H:D23,BRD-A68493689
41630,REP.A023_A375_24H:D22,BRD-A68493689
41631,REP.A023_HELA_24H:D24,BRD-A68493689
41632,REP.A023_HELA_24H:D23,BRD-A68493689
41633,REP.A023_A375_24H:D21,BRD-A68493689
41634,REP.A023_A375_24H:D20,BRD-A68493689
41635,REP.A023_HELA_24H:D22,BRD-A68493689
41636,REP.A023_HELA_24H:D21,BRD-A68493689
41637,REP.A023_HELA_24H:D20,BRD-A68493689
41638,REP.A023_HELA_24H:D19,BRD-A68493689
41639,REP.A023_HA1E_24H:D21,BRD-A68493689
41640,REP.A023_HA1E_24H:D20,BRD-A68493689
41641,REP.A023_HA1E_24H:D22,BRD-A68493689
41642,REP.A023_PC3_24H:D19,BRD-A68493689
41643,REP.A023_PC3_24H:D20,BRD-A68493689
41644,REP.A023_HA1E_24H:D23,BRD-A68493689
41645,REP.A023_HA1E_24H:D19,BRD-A68493689
41646,REP.A023_HT29_24H:D20,BRD-A68493689
41647,REP.A023_YAPC_24H:D21,BRD-A68493689
41648,REP.A004_HELA_24H:L20,BRD-K22134346
41649,REP.A004_HELA_24H:L19,BRD-K22134346
41650,REP.A004_PC3_24H:L20,BRD-K22134346
41651,REP.A004_HA1E_24H:L19,BRD-K22134346
41652,REP.A004_MCF7_24H:L24,BRD-K22134346
41653,REP.A004_HA1E_24H:L20,BRD-K22134346
41654,REP.A004_PC3_24H:L23,BRD-K22134346
41655,REP.A004_HT29_24H:L19,BRD-K22134346
41656,REP.A004_A375_24H:L23,BRD-K22134346
41657,REP.A004_HA1E_24H:L24,BRD-K22134346
41658,REP.A004_PC3_24H:L19,BRD-K22134346
41659,REP.A004_YAPC_24H:L24,BRD-K22134346
41660,REP.A004_HELA_24H:L22,BRD-K22134346
41661,REP.A004_PC3_24H:L21,BRD-K22134346
41662,REP.A004_PC3_24H:L24,BRD-K22134346
41663,REP.A004_MCF7_24H:L22,BRD-K22134346
41664,REP.A004_YAPC_24H:L23,BRD-K22134346
41665,REP.A004_HELA_24H:L23,BRD-K22134346
41666,REP.A004_HELA_24H:L24,BRD-K22134346
